title	doi	pagerank
Serial interval and generation interval for respectively the imported and local infectors estimated using reported contact-tracing data of COVID-19 in China	10.1101/2020.04.15.20065946	4.65E-05
Transmission Dynamics and Control Methodology of COVID-19: a Modeling Study	10.1101/2020.03.29.20047118	4.63E-05
D 2 EA: Depict the Epidemic Picture of COVID-19	10.1007/s12204-020-2170-7	4.56E-05
Epidemiological and Clinical Characteristics of COVID- 19 in Adolescents and Young Adults	10.1016/j.xinn.2020.04.001	4.56E-05
Preliminary Assessment of the COVID-19 Outbreak Using 3-Staged Model e-ISHR	10.1007/s12204-020-2169-0	4.56E-05
Basic reproduction number of 2019 Novel Coronavirus Disease in Major Endemic Areas of China: A latent profile analysis	10.1101/2020.04.13.20060228	4.56E-05
CIRD-F: Spread and Influence of COVID-19 in China	10.1007/s12204-020-2168-1	4.56E-05
nan	10.1016/j.jinf.2020.03.042	4.56E-05
Silent Disease and Loss of Taste and Smell are Common Manifestations of SARS-COV-2 Infection in a Quarantine Facility: First study from Saudi Arabia	10.1101/2020.05.13.20100222	4.56E-05
Asymptomatic COVID-19 Have Longer Treatment Cycle Than Moderate Type of Confirmed Patients	10.1101/2020.05.16.20103796	4.56E-05
Immunotherapeutic approaches to curtail COVID-19	10.1016/j.intimp.2020.106924	4.53E-05
"Journal Pre-proof A systematic review on recent trends in transmission, diagnosis, prevention and imaging features of COVID-19 A systematic review on recent trends in transmission, diagnosis, prevention and imaging features of COVID-19"	10.1016/j.procbio.2020.08.016	4.53E-05
Journal Pre-proof Bats in Ecosystems and their Wide Spectrum of Viral Infectious Threats: SARS-CoV-2 and other emerging viruses Review Bats in Ecosystems and their Wide Spectrum of Viral Infectious Threats: SARS-CoV-2 and other emerging viruses	10.1016/j.ijid.2020.08.050	4.53E-05
Journal Pre-proof From SARS to COVID-19: What lessons have we learned? From SARS to COVID-19: What lessons have we learned?	10.1016/j.jiph.2020.08.001	4.53E-05
"Journal Pre-proof SARS-CoV-2 jumping the species barrier: zoonotic lessons from SARS, MERS and recent advances to combat this pandemic virus SARS-CoV-2 jumping the species barrier: zoonotic lessons from SARS, MERS and recent advances to combat this pandemic virus Running Title: Cross-species jumping of COVID-19 and recent research developments"	10.1016/j.tmaid.2020.101830	4.53E-05
Conspiracy Beliefs Are Associated with Lower Knowledge and Higher Anxiety Levels Regarding COVID-19 among Students at the University of Jordan	10.3390/ijerph17144915	4.34E-05
Predicting and interpreting COVID-19 transmission rates from the ensemble of government policies	10.1101/2020.08.27.20179853	4.34E-05
"SELF-POLICING COVID-19 AND CIVIC RESPONSIBILITIES IN LAGOS METROPOLIS, NIGERIA"	10.1101/2020.05.08.20092080	4.34E-05
Risk of SARS-CoV-2 transmission to medical staff and patients from an exposure to a COVID-19-positive ophthalmologist	10.1007/s00417-020-04790-w	4.34E-05
Tularemia: a re-emerging tick-borne infectious disease	10.1007/s12223-020-00827-z	4.34E-05
Journal Pre-proof The distribution of SARS-CoV-2 contamination on the environmental surfaces during incubation period of COVID-19 patientsEnvironmental contamination of SARS-CoV-2	10.1016/j.ecoenv.2020.111438	4.34E-05
Protective device to reduce aerosol dispersion in dental clinics during the COVID-19 pandemic	10.1111/iej.13373	4.34E-05
Male Fertility and the COVID-19 Pandemic: Systematic Review of the Literature	10.5534/wjmh.200134	4.34E-05
Demographic Variations of MERS-CoV Infection among Suspected and Confirmed Cases: An Epidemiological Analysis of Laboratory-Based Data from Riyadh Regional Laboratory	10.1155/2020/9629747	4.34E-05
Comparative Pathogenesis of Bovine and Porcine Respiratory Coronaviruses in the Animal Host Species and SARS-CoV-2 in Humans	10.1128/jcm.01355-20	4.34E-05
Estimation of incubation period distribution of COVID-19 using disease onset forward time: A novel cross-sectional and forward follow-up study	10.1126/sciadv.abc1202	4.34E-05
Understanding COVID-19: From Origin to Potential Therapeutics	10.3390/ijerph17165904	4.34E-05
MINI REVIEW Chest Computed Tomography and Lung Ultrasound Findings in COVID-19 Pneumonia: A Pocket Review for Non-radiologists	10.3389/fmed.2020.00375	4.34E-05
Management strategies for children with COVID-19: ESPR practical recommendations	10.1007/s00247-020-04749-3	4.34E-05
COVID-19 in the operating room: a review of evolving safety protocols	10.1186/s13037-020-00254-6	4.34E-05
Clinical Presentation of Patients Infected with Coronavirus Disease 19: A Systematic Review	10.1177/1178633720952076	4.34E-05
Impact of weather indicators on the COVID-19 outbreak: A multi-state study in India	10.1101/2020.06.14.20130666	4.34E-05
Analysis of clinical features and early warning signs in patients with severe COVID-19: A retrospective cohort study	10.1371/journal.pone.0235459	4.34E-05
The Novel Coronavirus Disease (COVID-19): A PRISMA Systematic Review and Meta-Analysis of Clinical and Paraclinical Characteristics	10.1155/2020/3149020	4.34E-05
Severe SARS-CoV-2 infection in critical care	10.1016/j.tacc.2020.07.002	4.34E-05
A Decision Analytic Approach for Social Distancing Policies During COVID-19 Pandemic	10.1101/2020.06.24.20139329	4.34E-05
Deploying Biomolecules as Anti-COVID-19 Agents	10.1007/s12088-020-00893-4	4.34E-05
Forecast analysis of the epidemics trend of COVID-19 in the USA by a generalized fractional-order SEIR model	10.1007/s11071-020-05946-3	4.34E-05
Quantifying antibody kinetics and RNA detection during early-phase SARS-CoV-2 infection by time since symptom onset	10.7554/elife.60122	4.34E-05
What Can We Estimate From Fatality and Infectious Case Data Using the Susceptible-Infected-Removed (SIR) Model? A Case Study of Covid-19 Pandemic A Case Study of Covid-19 Pandemic	10.3389/fmed.2020.556366	4.34E-05
ARTICLE IN PRESS G Model Concise review The liver in times of COVID-19: What hepatologists should know	10.1016/j.aohep.2020.05.001	4.34E-05
Assessing the effect of containment measures on the spatio-temporal dynamic of COVID-19 in Italy	10.1007/s11071-020-05853-7	4.34E-05
SARS-CoV-2 Infection and the Newborn	10.3389/fped.2020.00294	4.34E-05
COVID-19 from mysterious enemy to an environmental detection process: a critical review	10.1007/s41062-020-00334-7	4.34E-05
Simulation of the COVID-19 epidemic on the social network of Slovenia: Estimating the intrinsic forecast uncertainty	10.1371/journal.pone.0238090	4.34E-05
"Journal Pre-proofs Staff rostering, split team arrangement, social distancing (physical distancing) and use of personal protective equipment to minimize risk of workplace trans- mission during the COVID-19 pandemic: a simulation study"	10.1016/j.clinbiochem.2020.09.003	4.34E-05
Nutrition in Clinical Care Supplementation with vitamin D in the COVID-19 pandemic?	10.1093/nutrit/nuaa081	4.34E-05
Predict the next moves of COVID-19: reveal the temperate and tropical countries scenario	10.1101/2020.04.04.20052928	4.34E-05
Flatten the Curve! Modeling SARS-CoV-2/COVID-19 Growth in Germany on the County Level	10.1101/2020.05.14.20101667	4.34E-05
Environmental Research and Public Health Preparing for the Next Wave of COVID-19: Resilience in the Face of a Spreading Pandemic	10.3390/ijerph17114098	4.34E-05
Molecular characteristics and successful management of a respiratory syncytial virus outbreak among pediatric patients with hemato-oncological disease	10.1186/s13756-018-0316-2	4.34E-05
A comprehensive review of COVID-19 characteristics	10.1186/s12575-020-00128-2	4.34E-05
pathogens Coronavirus Disease Pandemic (COVID-19): Challenges and a Global Perspective	10.3390/pathogens9070519	4.34E-05
Early Phase of the COVID-19 Outbreak in Hungary and Post-Lockdown Scenarios	10.3390/v12070708	4.34E-05
Moving Average Based Index for Judging the Peak of the COVID-19 Epidemic	10.3390/ijerph17155288	4.34E-05
Marburg Virus Disease: a Summary for Clinicians	10.1016/j.ijid.2020.07.042	4.34E-05
Shut and re-open: the role of schools in the spread of COVID-19 in Europe	10.1101/2020.06.24.20139634	4.34E-05
R E V I E W COVID-19 in Children: An Ample Review	10.2147/rmhp.s257180	4.34E-05
Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV)	10.1016/s0168-7069(06)16004-8	4.34E-05
Meta-analysis of several epidemic characteristics of COVID-19	10.1101/2020.05.31.20118448	4.34E-05
Designing a novel mRNA vaccine against SARS-CoV-2: An immunoinformatics approach	10.1016/j.ijbiomac.2020.06.213	4.34E-05
Identifying epidemic spreading dynamics of COVID-19 by pseudocoevolutionary simulated annealing optimizers	10.1007/s00521-020-05285-9	4.34E-05
D-Dimer Concentrations and COVID-19 Severity: A Systematic Review and Meta-Analysis	10.3389/fpubh.2020.00432	4.34E-05
Containing Covid-19 outbreaks with spatially targeted short-term lockdowns and mass-testing	10.1101/2020.05.05.20092221	4.34E-05
Effect of Temperature on the Transmission of COVID-19: A Machine Learning Case Study in Spain	10.1101/2020.05.01.20087759	4.34E-05
The cutting edge of thoracic anesthesia during the 2019 coronavirus disease (COVID-19) outbreak	10.1053/j.jvca.2020.05.042	4.34E-05
"Articles The effect of control strategies to reduce social mixing on outcomes of the COVID-19 epidemic in Wuhan, China: a modelling study"	10.1016/s2468-2667(20)30073-6	4.34E-05
"Evolving Epidemiology and Effect of Non-pharmaceutical Interventions on the Epidemic of Coronavirus Disease 2019 in Shenzhen, China"	10.1101/2020.05.09.20084202	4.34E-05
Epidemiology and Infection A model of COVID-19 transmission to understand the effectiveness of the containment measures: application to data from France	10.1017/s0950268820002162	4.34E-05
nan	10.1093/cid/ciaa1095	4.34E-05
Concordance of Chest CT and Nucleic Acid Testing in Diagnosing Coronavirus Disease Outside its District of Origin	10.6061/clinics/2020/e1910	4.34E-05
Plastic Surgery practices amidst global COVID-19 pan-demic: Indian consensus	10.1016/j.bjps.2020.08.003	4.34E-05
SARS-CoV-2 and Cancer: are they really partners in crime ?	10.1016/j.ctrv.2020.102068	4.34E-05
From SARS and MERS to COVID-19: a brief summary and comparison of severe acute respiratory infections caused by three highly pathogenic human coronaviruses	10.1186/s12931-020-01479-w	4.34E-05
A multimethod approach for county-scale geospatial analysis of emerging infectious diseases: a cross-sectional case study of COVID-19 incidence in Germany International Journal of Health Geographics	10.1186/s12942-020-00225-1	4.34E-05
Simulation of COVID-19 Incubation Period and the Effect of Probability Distribution Function on Model Training Using MIMANSA	10.1101/2020.06.18.20134460	4.34E-05
Friends or foes? The knowns and unknowns of natural killer cell biology in COVID-19 and other coronaviruses in July 2020	10.1371/journal.ppat.1008820	4.34E-05
SARS-CoV-2: An Update on Potential Antivirals in Light of SARS-CoV Antiviral Drug Discoveries	10.3390/vaccines8020335	4.34E-05
Overview of Immune Response During SARS-CoV-2 Infection: Lessons From the Past	10.3389/fimmu.2020.01949	4.34E-05
Modeling the COVID-19 dissemination in the South Region of Brazil and testing gradual mitigation strategies	10.1101/2020.07.02.20145136	4.34E-05
Serial interval distribution of SARS-CoV-2 infection in Brazil	10.1093/jtm/taaa115	4.34E-05
Periodic COVID-19 Testing in Emergency Department Staff	10.1101/2020.04.28.20084053	4.34E-05
"Epidemiologic, Clinical, and Laboratory Findings of the COVID-19 in the current pandemic"	10.21203/rs.3.rs-28367/v1	4.34E-05
Outcomes of patients diagnosed with COVID-19 in the early postoperative period following cardiac surgery	10.1093/icvts/ivaa143	4.34E-05
Risk Interactions of Coronavirus Infection across Age Groups after the Peak of COVID-19 Epidemic	10.3390/ijerph17145246	4.34E-05
Mathematical Modeling and Analysis of COVID-19 pandemic in Nigeria	10.1101/2020.05.22.20110387	4.34E-05
Use of Neutrophil-to-Lymphocyte and Platelet-to- Lymphocyte Ratios in COVID-19	10.14740/jocmr4240	4.34E-05
Coronavirus disease 2019 (COVID-19) pneumonia incidentally detected on coronary CT angiogram: a do-not-miss diagnosis	10.1007/s10140-020-01802-4	4.34E-05
Epidemiology and Infection Spreading of SARS-CoV-2 in West Africa and assessment of risk factors	10.1017/s0950268820002149	4.34E-05
Journal Pre-proof Repeated COVID-19 relapse during post-discharge surveillance with viral shedding lasting for 67 days in a recovered patient infected with SARS-CoV-2	10.1016/j.jmii.2020.07.017	4.34E-05
Environmental Research and Public Health The Global Emergency of Novel Coronavirus (SARS-CoV-2): An Update of the Current Status and Forecasting	10.3390/ijerph17165648	4.34E-05
ASSESSING THE POTENTIAL IMPACT OF TRANSMISSION DURING PROLONGED VIRAL SHEDDING ON THE EFFECT OF LOCKDOWN RELAXATION ON COVID-19 A PREPRINT	10.1101/2020.06.12.20129213	4.34E-05
Evaluation of preventive procedures followed by the medical staff against covid-19 in the Syrian Arab Republic: A cross-sectional study	10.25259/ijms_113_2020	4.34E-05
"Simulating the effect of school closure during COVID-19 outbreaks in Ontario, Canada"	10.1186/s12916-020-01705-8	4.34E-05
"A comparison of COVID-19, SARS and MERS"	10.7717/peerj.9725	4.34E-05
Change of Outpatient Oral Surgery during the COVID-19 Pandemic: Experience of an Italian Center	10.1155/2020/8893423	4.34E-05
Clinical Medicine Modelling the Evolution of COVID-19 in High-Incidence European Countries and Regions: Estimated Number of Infections and Impact of Past and Future Intervention Measures	10.3390/jcm9061825	4.34E-05
The rationale of using mesenchymal stem cells in patients with COVID-19-related acute respiratory distress syndrome: What to expect	10.1002/sctm.20-0164	4.34E-05
"Leaving no stone unturned in light of the COVID-19 faecal-oral hypothesis? A water, sanitation and hygiene (WASH) perspective targeting low-income countries"	10.1016/j.scitotenv.2020.141751	4.34E-05
COVID-19 open source data sets: a comprehensive survey	10.1007/s10489-020-01862-6	4.34E-05
Covid19 infection spread in Greece: Ensemble forecasting models with statistically calibrated parameters and stochastic noise	10.1101/2020.06.18.20132977	4.34E-05
Oral and maxillofacial surgical services amid COVID-19 pandemic: perspective from Tanzania	10.1186/s41182-020-00258-z	4.34E-05
The COVID-19 Consequences of College Class Continuity Calculator: A Tool to Provide Students and Administrators with Estimated Risks of Returning to Campus	10.1101/2020.07.31.20165761	4.34E-05
Asymptomatic patients and asymptomatic phases of Coronavirus Disease 2019 (COVID-19): a population-based surveillance study	10.1093/nsr/nwaa141	4.34E-05
Title: Now casting and Forecasting of COVID-19 outbreak in the National Capital Region of Delhi	10.1101/2020.05.01.20087783	4.34E-05
Low-Impact Social Distancing Interventions to Mitigate Local Epidemics of SARS-CoV-2	10.1101/2020.06.30.20143735	4.34E-05
How does the outbreak of 2019-nCoV spread in mainland China? A retrospective analysis of the dynamic transmission routes *	10.1101/2020.03.01.20029645	4.34E-05
Involvement of Cardiovascular System As The Critical Point in Coronavirus Disease 2019 (COVID-19) Prognosis and Recovery	10.1016/j.hjc.2020.05.004	4.34E-05
Clinical Medicine Consensus on Recommendations for Safe Sexual Activity during the COVID-19 Coronavirus Pandemic	10.3390/jcm9072297	4.34E-05
The Role of Bats as Reservoir Hosts of Emerging Neuroviruses	10.1007/978-3-319-33189-8_12	4.34E-05
Analyses and Forecast for COVID-19 epidemic in India	10.1101/2020.06.26.20141077	4.34E-05
The challenging management of Rift Valley Fever in humans: literature review of the clinical disease and algorithm proposal	10.1186/s12941-020-0346-5	4.34E-05
Molecular epidemiology and environmental contamination during an outbreak of parainfluenza virus 3 in a haematology ward	10.1016/j.jhin.2017.09.003	4.34E-05
The Prevention and Management of COVID-19: Seeking a Practical and Timely Solution	10.3390/ijerph17113986	4.34E-05
Evaluation of Knowledge and Preparedness Among Indian Dentists During the Current COVID-19 Pandemic: A Cross-Sectional Study	10.2147/jmdh.s268891	4.34E-05
"Public health initiatives from hospitalized patients with COVID-19, China"	10.1016/j.jiph.2020.06.013	4.34E-05
COVID-19: Changing Trends and Its Impact on Future of Dentistry	10.1155/2020/8817424	4.34E-05
"Detection of imported COVID-19 cases worldwide: early assessment of airport entry screening, 24 January until 17 February 2020"	10.1186/s41182-020-00260-5	4.34E-05
Are urologists in trouble by SARS-CoV-2? Reflexions and recommendations for specific interventions	10.1111/bju.15141	4.34E-05
Comprehensive Analyses of SARS-CoV-2 Transmission in a Public Health Virology Laboratory	10.3390/v12080854	4.34E-05
Incubation period and serial interval of Covid-19 in a chain of infections in Bahia Blanca (Argentina)	10.1101/2020.06.18.20134825	4.34E-05
Heparin as an Anti-Inflammatory Agent	10.1101/2020.07.29.223859	4.34E-05
COVID-19: What paramedics need to know!	10.1017/cem.2020.367	4.34E-05
Molecular Sciences Review Advances in Zika Virus-Host Cell Interaction: Current Knowledge and Future Perspectives	10.3390/ijms20051101	4.34E-05
Systematic Review of Clinical Insights into Novel Coronavirus (CoVID-19) Pandemic: Persisting Challenges in U.S. Rural Population	10.3390/ijerph17124279	4.34E-05
Transmission onset distribution of COVID-19 in South Korea	10.1101/2020.05.13.20101246	4.34E-05
A pandemic at the Tunisian scale Mathematical modelling of reported and unreported COVID-19 infected cases	10.1101/2020.05.21.20108621	4.34E-05
"Comprehensive Review on Current Interventions, Diagnostics, and Nanotechnology Perspectives against SARS-CoV-2"	10.1021/acs.bioconjchem.0c00323	4.34E-05
"Influence of population mobility on the novel coronavirus disease (COVID-19) epidemic: based on panel data from Hubei, China"	10.1186/s41256-020-00151-6	4.34E-05
"Simple and Effective Primary Assessment of Emergency Patients in a COVID-19 Outbreak Area: A Retrospective, Observational Study"	10.2147/rmhp.s263950	4.34E-05
Modeling the Impact of Lock-down on COVID-19 Spread in Malaysia	10.1101/2020.07.17.208371	4.34E-05
Acute abdomen in patients with SARS-CoV-2 infection or co-infection	10.1007/s00423-020-01948-2	4.34E-05
Estimating the Impact of Daily Weather on the Temporal Pattern of COVID-19 Outbreak in India	10.1007/s41748-020-00179-1	4.34E-05
Epidemiology and Infection Epidemiological and clinical characteristics of three family clusters of COVID-19 transmitted by latent patients in China	10.1017/s0950268820001491	4.34E-05
"Combating the Coronavirus Pandemic: Early Detection, Medical Treatment, and a Concerted Effort by the Global Community"	10.34133/2020/6925296	4.34E-05
Clinical recommendations on lung cancer management during the COVID-19 pandemic	10.1111/1759-7714.13498	4.34E-05
An analysis of YouTube videos as educational resources for dental practitioners to prevent the spread of COVID-19	10.1007/s11845-020-02312-5	4.34E-05
Modelling the transmission of infectious diseases inside hospital bays: implications for Covid-19	10.1101/2020.09.04.20188110	4.34E-05
SARS-CoV-2 prevalence in an asymptomatic cancer cohort -results and consequences for clinical routine	10.1186/s13014-020-01609-0	4.34E-05
Journal Pre-proof COVID-2019 -A comprehensive pathology insight	10.1016/j.prp.2020.153222	4.34E-05
Social Distancing Causally Impacts the Spread of SARS-CoV-2: A U.S. Nationwide Event Study	10.1101/2020.06.29.20143131	4.34E-05
Clinical Presentation of COVID-19: Case Series and Review of the Literature	10.3390/ijerph17145062	4.34E-05
Modeling of COVID-19 Pandemic and Scenarios for Containment *	10.1101/2020.03.27.20045849	4.34E-05
"Viral Infections, an Overview with a Focus on Prevention of Transmission"	10.1016/b978-0-12-801238-3.90174-0	4.34E-05
The experience of women infected by the COVID-19 during pregnancy in Brazil: a qualitative study protocol	10.1186/s12978-020-00958-z	4.34E-05
Therapeutic Development and Drugs for the Treatment of COVID-19	10.1007/978-981-15-4814-7_10	4.34E-05
Evaluation of performance of two SARS-CoV-2 Rapid IgM-IgG combined antibody tests on capillary whole blood samples from the fingertip	10.1371/journal.pone.0237694	4.34E-05
Clinical and epidemiological characteristics of imported dengue fever among inbound passengers: Infrared thermometer-based active surveillance at an international airport	10.1371/journal.pone.0225840	4.34E-05
The SARS-CoV-2 Outbreak: an Epidemiological and Clinical Perspective	10.1007/s42399-020-00546-z	4.34E-05
Racial and Gender-Based Differences in COVID-19	10.3389/fpubh.2020.00418	4.34E-05
Evidence That Higher Temperatures Are Associated With a Marginally Lower Incidence of COVID-19 Cases	10.3389/fpubh.2020.00367	4.34E-05
Title: Implementation and Process of a COVID-19 Contact Tracing Initiative: Leveraging Health Professional Students to Extend the Workforce During a Pandemic Running Title: Implementation and Process of a COVID-19 Contact Tracing Initiative	10.1016/j.ajic.2020.08.012	4.34E-05
Severe acute respiratory syndrome and other emerging severe respiratory viral infections	10.1111/resp.13501	4.34E-05
Simulation of the Final Size of the Evolution Curve of Coronavirus Epidemic in Morocco using the SIR Model	10.1155/2020/9769267	4.34E-05
A Cost/Benefit Analysis of Clinical Trial Designs for COVID-19 Vaccine Candidates *	10.1101/2020.09.15.20195495	4.34E-05
What Should Be Known by a Urologist About the Medical Management of COVID-19's Patients?	10.1007/s11934-020-00995-y	4.34E-05
Human and organizational factors within the public sectors for the prevention and control of epidemic	10.1016/j.ssci.2020.104929	4.34E-05
A model assessing potential benefits of isolation and mass testing on COVID-19: the case of Nigeria	10.1101/2020.09.01.20186288	4.34E-05
Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control	10.1007/s11282-020-00460-z	4.34E-05
Transmission dynamics of COVID-19 in household and community settings in the United Kingdom	10.1101/2020.08.19.20177188	4.34E-05
Emerging infections in transfusion medicine	10.1016/j.cll.2004.05.009	4.34E-05
Awareness and Preparedness of COVID-19 Outbreak Among Healthcare Workers and Other Residents of South-West Saudi Arabia: A Cross-Sectional Survey	10.3389/fpubh.2020.00482	4.34E-05
Acute Kidney Injury and Special Considerations during Renal Replacement Therapy in Children with Coronavirus Disease-19: Perspective from the Critical Care Nephrology Section of the European Society of Paediatric and Neonatal Intensive Care	10.1159/000509677	4.34E-05
The Novel Coronavirus Disease (COVID-19): A PRISMA Systematic Review and Meta- analysis of Clinical and Paraclinical characteristics	10.1101/2020.04.19.20071456	4.34E-05
"Epidemiologic, clinical, and laboratory findings of the COVID-19 in the current pandemic: systematic review and meta- analysis"	10.1186/s12879-020-05371-2	4.34E-05
Cyclosporine and COVID-19: Risk or Favorable?	10.1111/ajt.16250	4.34E-05
"On the relationship between serial interval, infectiousness profile and generation time"	10.1101/2020.09.18.20197210	4.34E-05
On the true numbers of COVID-19 infections: behind the available data	10.1101/2020.05.26.20114074	4.34E-05
Systematic Review and Meta-analysis of Smell and Taste Disorders in COVID-19	10.1177/2473974x20957975	4.34E-05
Implementation of breast cancer continuum of care in low-and middle-income countries during the COVID-19 pandemic	10.2217/fon-2020-0574	4.34E-05
Clinical Medicine Communication Recommendations for Dental Care during COVID-19 Pandemic	10.3390/jcm9061833	4.34E-05
"Journal Pre-proof Coronavirus (SARS-CoV-2) in the Environment: Occurrence, Persistence, Analysis in Aquatic Systems and Possible Management"	10.1016/j.scitotenv.2020.142698	4.34E-05
Comparison of media and standards for SARS-CoV-2 RT-qPCR without prior RNA preparation	10.1101/2020.08.01.20166173	4.34E-05
European lockdowns and the consequences of relaxation during the COVID-19 pandemic	10.1101/2020.05.19.20106542	4.34E-05
Potential role of hypovitaminosis D and vitamin D supplementation during COVID-19 pandemic	10.1093/qjmed/hcaa234	4.34E-05
"Incubation period of COVID-19 in the ""live-house"" cluster of accurately known infection events and delay time from symptom onset of public reporting observed in cases in Osaka, Japan"	10.1101/2020.05.23.20110908	4.34E-05
"Journal Pre-proof A correlation study between meteorological parameters and COVID-19 pandemic in Mumbai, India"	10.1016/j.dsx.2020.09.002	4.34E-05
Corona pandemic: awareness of health care providers in Pakistan	10.3934/publichealth.2020044	4.34E-05
A Proposed COVID-19 Testing Algorithm	10.1017/dmp.2020.218	4.34E-05
Comparative infection modeling and control of COVID-19 transmission patterns in China	10.1016/j.scitotenv.2020.141447	4.34E-05
nan	10.1016/j.wneu.2020.04.161	4.34E-05
A COVID-19 epidemic model integrating direct and fomite transmission as well as household structure	10.1101/2020.04.25.20079178	4.34E-05
Articles Individual quarantine versus active monitoring of contacts for the mitigation of COVID-19: a modelling study	10.1016/s1473-3099(20)30361-3	4.34E-05
Reproducing SARS-CoV-2 epidemics by region-specific variables and modeling contact tracing app containment	10.1101/2020.05.14.20101675	4.34E-05
Epidemic investigations within an arm's reach -role of google maps during an epidemic outbreak	10.1007/s12553-020-00463-0	4.34E-05
Effectiveness of the strategies implemented in Sri Lanka for controlling the COVID-19 outbreak	10.1101/2020.04.27.20082479	4.34E-05
"Meteorological factors correlate with transmission of 2019-nCoV: Proof of incidence of novel coronavirus pneumonia in Hubei Province, China"	10.1101/2020.04.01.20050526	4.34E-05
COVID-19 in children: analysis of the first pandemic peak in England	10.1136/archdischild-2020-320042	4.34E-05
"Probable Longer Incubation Period for Elderly COVID-19 Cases: Analysis of 180 Contact Tracing Data in Hubei Province, China"	10.2147/rmhp.s257907	4.34E-05
"Time Length of Negativization and Cycle Threshold Values in 182 Healthcare Workers with Covid-19 in Milan, Italy: An Observational Cohort Study"	10.3390/ijerph17155313	4.34E-05
Authors' response: Estimating the generation interval for COVID-19 based on symptom onset data Assumption of independent serial intervals	10.2807/1560-7917.es.2020.25.29.2001269	4.34E-05
Mask or no mask for COVID-19: A public health and market study	10.1371/journal.pone.0237691	4.34E-05
Transmission Dynamics of Coronavirus Disease 2019 (COVID-19) in the World: The Roles of Intervention and Seasonality	10.1101/2020.07.17.20156430	4.34E-05
Meteorological factors and domestic new cases of coronavirus disease (COVID-19) in nine Asian cities: A time-series analysis	10.1101/2020.04.15.20066613	4.34E-05
Largest democracy in the world crippled by COVID-19: current perspective and experience from India	10.1007/s10668-020-00963-z	4.34E-05
General review COVID-19 paraclinical diagnostic tools: Updates and future trends	10.1016/j.retram.2020.06.001	4.34E-05
Journal Pre-proof SARS-CoV-2 induces a more robust innate immune response and replicates less efficiently than SARS-CoV in the human intestines: an ex vivo study with implications on pathogenesis of COVID-19	10.1016/j.jcmgh.2020.09.017	4.34E-05
"Articles Evolving epidemiology and transmission dynamics of coronavirus disease 2019 outside Hubei province, China: a descriptive and modelling study"	10.1016/s1473-3099(20)30230-9	4.34E-05
Early epidemiological analysis of the coronavirus disease 2019 outbreak based on crowdsourced data: a population-level observational study	10.1016/s2589-7500(20)30026-1	4.34E-05
In Silico Modeling of Crimean Congo Hemorrhagic Fever Virus Glycoprotein-N and Screening of Anti Viral Hits by Virtual Screening	10.1007/s10989-020-10055-1	4.34E-05
A New Mathematical Approach for the Estimation of epidemic Model Parameters with Demonstration on COVID-19 Pandemic in Libya	10.1101/2020.07.19.20157115	4.34E-05
Prominent Hypercoagulability Associated With Inflammatory State Among Cancer Patients With SARS-CoV-2 Infection	10.3389/fonc.2020.01345	4.34E-05
Time Course of COVID-19 epidemic in Algeria: Retrospective estimate of the actual burden	10.1101/2020.06.16.20132746	4.34E-05
Coronavirus Disease 2019 (COVID-19) as a Multi-Systemic Disease and its Impact in Low-and Middle-Income Countries (LMICs)	10.1007/s42399-020-00417-7	4.34E-05
"COVID-19: Pathophysiology, Diagnosis, Complications and Investigational Therapeutics"	10.1016/j.nmni.2020.100738	4.34E-05
microorganisms COVID-19 Is a Multifaceted Challenging Pandemic Which Needs Urgent Public Health Interventions	10.3390/microorganisms8081228	4.34E-05
A Preliminary Investigation on the Statistical Correlations between SARS-CoV-2 Spread and Local Meteorology	10.3390/ijerph17114051	4.34E-05
Nasal Disinfection for the Prevention and Control of COVID-19: A Scoping Review on Potential Chemo-preventive Agents	10.1016/j.ijheh.2020.113605	4.34E-05
How does the COVID-19 pandemic affect the preoperative evaluation and anesthesia applied for urinary stones? EULIS eCORE-IAU multicenter collaborative cohort study	10.1007/s00240-020-01193-8	4.34E-05
The Anatomic Pathology laboratory adjustments in the era of COVID-19 pandemic: The experience of a laboratory in a Portuguese central hospital	10.1016/j.anndiagpath.2020.151560	4.34E-05
On the Spread of Coronavirus Infection. A Mechanistic Model to Rate Strategies for Disease Management	10.1101/2020.06.05.20123356	4.34E-05
Clinical and Prodromal Ocular Symptoms in Coronavirus Disease: A Systematic Review and Meta-Analysis	10.1167/iovs.61.10.29	4.34E-05
Journal Pre-proofs COVID-19: review and hematologic impact	10.1016/j.cca.2020.07.016	4.34E-05
Knowledge and attitude towards COVID-19 and associated factors among health care providers in Northwest Ethiopia	10.1371/journal.pone.0238415	4.34E-05
Modelling strategies to organize healthcare workforce during pandemics: application to COVID-19	10.1101/2020.03.23.20041863	4.34E-05
Nipah Virus: Past Outbreaks and Future Containment	10.3390/v12040465	4.34E-05
A quick look at the latest developments in the COVID-19 pandemic	10.1177/0300060520943802	4.34E-05
R E V I E W COVID-19 diagnostic testing: Technology perspective	10.1002/ctm2.158	4.34E-05
Headache as the Presenting Symptom in 2 Patients with COVID-19 and a History of Migraine: 2 Case Reports	10.1111/head.13890	4.34E-05
